Processed,Method,URI,Flags
true,GET,http://localhost:3000/UI/pscan/view/recordsToScan/,
true,GET,http://localhost:3000/UI/core/action/enablePKCS12ClientCertificate/,
true,GET,http://localhost:3000/UI/script/view/listTypes/,
true,GET,http://localhost:3000/UI/autoupdate/view/installedAddons/override?apikey=ZAP,
true,GET,http://localhost:3000/UI/sessionManagement/action/setSessionManagementMethod/,
true,GET,http://localhost:3000/UI/ascan/action/setOptionRescanInAttackMode/,
true,GET,http://localhost:3000/UI/network/action/removeAlias/,
true,GET,http://localhost:3000/UI/search/view/urlsByHeaderRegex/,
true,GET,http://localhost:3000/UI/selenium/view/optionEdgeBinaryPath/,
true,GET,http://localhost:3000/UI/break/view/httpMessage/override?apikey=ZAP,
true,GET,http://localhost:3000/UI/selenium/view/optionEdgeDriverPath/,
true,GET,http://localhost:3000/UI/search/view/urlsByNoteRegex/,
true,GET,http://localhost:3000/UI/ascan/view/optionMaxRuleDurationInMins/override?apikey=ZAP,
true,GET,http://localhost:3000/UI/network/action/removeHttpProxyExclusion/,
true,GET,http://localhost:3000/UI/ascan/action/setOptionScanHeadersAllRequests/,
true,GET,http://localhost:3000/script.js/?apinonce=82f48dc8963c0a8&v=2,
true,GET,http://localhost:3000/UI/reports/view/templateDetails/,
true,GET,http://localhost:3000/UI/pscan/view/scanOnlyInScope/,
true,GET,http://localhost:3000/UI/core/action/excludeFromProxy/,
true,GET,http://localhost:3000/UI/script/view/scriptCustomVar/,
true,GET,http://localhost:3000/script.js/?apinonce=b90985c9c8d44bbe&v=2,
true,GET,http://localhost:3000/UI/pscan/view/scanners/,
true,GET,http://localhost:3000/UI/selenium/view/optionFirefoxBinaryPath/,
true,GET,http://localhost:3000/UI/search/view/urlsByRequestRegex/,
true,GET,http://localhost:3000/UI/network/action/removeLocalServer/,
true,GET,http://localhost:3000/UI/script/view/scriptCustomVars/,
true,GET,http://localhost:3000/script.js/?apinonce=7fca39041eda6f02&v=2,
true,GET,http://localhost:3000/UI/ascan/action/setOptionScanNullJsonValues/,
true,GET,http://localhost:3000/UI/reports/view/templates/,
true,GET,http://localhost:3000/script.js/?apinonce=70b348497bdd36f&v=2,
true,GET,http://localhost:3000/UI/selenium/view/optionFirefoxDefaultProfile/,
true,GET,http://localhost:3000/UI/pscan/action/clearQueue/,
true,GET,http://localhost:3000/script.js/?apinonce=9c68cf683e1189dc&v=2,
true,GET,http://localhost:3000/script.js/?apinonce=599e3f798a54e9e2&v=2,
true,GET,http://localhost:3000/UI/ascan/action/setOptionShowAdvancedDialog/,
true,GET,http://localhost:3000/UI/core/action/generateRootCA/,
true,GET,http://localhost:3000/UI/selenium/view/optionFirefoxDriverPath/,
true,GET,http://localhost:3000/UI/ajaxSpider/action/removeExcludedElement/override?apikey=ZAP&contextName=ZAP&description=Zaproxy+alias+impedit+expedita+quisquam+pariatur+exercitationem.+Nemo+rerum+eveniet+dolores+rem+quia+dignissimos.,
true,GET,http://localhost:3000/UI/ascan/action/setOptionTargetParamsEnabledRPC/,
true,GET,http://localhost:3000/UI/selenium/view/optionIeDriverPath/,
true,GET,http://localhost:3000/UI/core/action/loadSession/,
true,GET,http://localhost:3000/UI/core/action/modifyProxyChainExcludedDomain/,
true,GET,http://localhost:3000/UI/search/view/urlsByResponseRegex/,
true,GET,http://localhost:3000/UI/core/action/newSession/,
true,GET,http://localhost:3000/script.js/?apinonce=3a50567b2637bbd7&v=2,
true,GET,http://localhost:3000/UI/autoupdate/view/isLatestVersion/override?apikey=ZAP,
true,GET,http://localhost:3000/UI/pscan/action/disableAllScanners/,
true,GET,http://localhost:3000/UI/ascan/action/setOptionTargetParamsInjectable/,
true,GET,http://localhost:3000/UI/ascan/action/setOptionThreadPerHost/,
true,GET,http://localhost:3000/UI/selenium/view/optionLastDirectory/,
true,GET,http://localhost:3000/UI/search/view/urlsByTagRegex/,
true,GET,http://localhost:3000/UI/selenium/view/optionPhantomJsBinaryPath/,
true,GET,http://localhost:3000/UI/reports/action/generate/,
true,GET,http://localhost:3000/UI/script/view/scriptVar/,
true,GET,http://localhost:3000/UI/network/action/removePassThrough/,
true,GET,http://localhost:3000/UI/ajaxSpider/action/scan/override?apikey=ZAP&contextName=ZAP&inScope=ZAP&subtreeOnly=ZAP&url=https%3A%2F%2Fzap.example.com,
true,GET,http://localhost:3000/UI/ascan/view/optionMaxScanDurationInMins/override?apikey=ZAP,
true,GET,http://localhost:3000/UI/core/action/removeProxyChainExcludedDomain/,
true,GET,http://localhost:3000/UI/core/action/runGarbageCollection/,
true,GET,http://localhost:3000/UI/script/view/scriptVars/,
true,GET,http://localhost:3000/UI/script/action/clearGlobalCustomVar/,
true,GET,http://localhost:3000/UI/pscan/action/disableAllTags/,
true,GET,http://localhost:3000/UI/core/action/saveSession/,
true,GET,http://localhost:3000/UI/core/action/sendRequest/,
true,GET,http://localhost:3000/UI/core/action/setHomeDirectory/,
true,GET,http://localhost:3000/UI/ascan/action/setPolicyAlertThreshold/,
true,GET,http://localhost:3000/UI/ascan/action/setPolicyAttackStrength/,
true,GET,http://localhost:3000/UI/ascan/action/setScannerAlertThreshold/,
true,GET,http://localhost:3000/UI/search/view/urlsByUrlRegex/,
true,GET,http://localhost:3000/UI/spider/view/addedNodes/,
true,GET,http://localhost:3000/UI/selenium/action/addBrowserArgument/,
true,GET,http://localhost:3000/UI/network/action/removeRateLimitRule/,
true,GET,http://localhost:3000/script.js/?apinonce=ee1ce86e33f1ff48&v=2,
true,GET,http://localhost:3000/UI/soap/action/importFile/,
true,GET,http://localhost:3000/UI/soap/action/importUrl/,
true,GET,http://localhost:3000/script.js/?apinonce=3f7542dce1c5709a&v=2,
true,GET,http://localhost:3000/script.js/?apinonce=1615d2d50d83d2b9&v=2,
true,GET,http://localhost:3000/UI/autoupdate/view/latestVersionNumber/override?apikey=ZAP,
true,GET,http://localhost:3000/UI/pscan/action/disableScanners/,
true,GET,http://localhost:3000/script.js/?apinonce=8fa8bcd65c5af8d2&v=2,
true,GET,http://localhost:3000/script.js/?apinonce=ec4b93835e97372b&v=2,
true,GET,http://localhost:3000/UI/ascan/action/setScannerAttackStrength/,
true,GET,http://localhost:3000/UI/script/action/clearGlobalVar/,
true,GET,http://localhost:3000/UI/client/action/exportClientMap/override?apikey=ZAP&pathYaml=ZAP,
true,GET,http://localhost:3000/UI/core/action/setLogLevel/,
true,GET,http://localhost:3000/UI/search/other/harByHeaderRegex/,
true,GET,http://localhost:3000/script.js/?apinonce=968482ba81ccdad0&v=2,
true,GET,http://localhost:3000/UI/selenium/action/launchBrowser/,
true,GET,http://localhost:3000/UI/network/action/setAliasEnabled/,
true,GET,http://localhost:3000/UI/search/other/harByNoteRegex/,
true,GET,http://localhost:3000/UI/network/action/setConnectionTimeout/,
true,GET,http://localhost:3000/script.js/?apinonce=90e2e0bcd456c3b9&v=2,
true,GET,http://localhost:3000/UI/search/other/harByRequestRegex/,
true,GET,http://localhost:3000/UI/spider/view/allUrls/,
true,GET,http://localhost:3000/UI/ascan/action/skipScanner/,
true,GET,http://localhost:3000/UI/script/action/clearGlobalVars/,
true,GET,http://localhost:3000/UI/stats/view/allSitesStats/,
true,GET,http://localhost:3000/script.js/?apinonce=15a5d2225da5501a&v=2,
true,GET,http://localhost:3000/UI/pscan/action/enableAllScanners/,
true,GET,http://localhost:3000/UI/spider/view/domainsAlwaysInScope/,
true,GET,http://localhost:3000/UI/core/action/setMode/,
true,GET,http://localhost:3000/UI/break/view/isBreakAll/override?apikey=ZAP,
true,GET,http://localhost:3000/UI/ajaxSpider/action/scanAsUser/override?apikey=ZAP&contextName=ZAP&subtreeOnly=ZAP&url=https%3A%2F%2Fzap.example.com&userName=ZAP,
true,GET,http://localhost:3000/UI/search/other/harByResponseRegex/,
true,GET,http://localhost:3000/UI/ascan/action/stop/,
true,GET,http://localhost:3000/UI/network/action/setDefaultUserAgent/,
true,GET,http://localhost:3000/UI/selenium/action/removeBrowserArgument/,
true,GET,http://localhost:3000/UI/search/other/harByTagRegex/,
true,GET,http://localhost:3000/UI/selenium/action/setBrowserArgumentEnabled/,
true,GET,http://localhost:3000/UI/network/action/setDnsTtlSuccessfulQueries/,
true,GET,http://localhost:3000/UI/ascan/action/stopAllScans/,
true,GET,http://localhost:3000/UI/core/action/setOptionAlertOverridesFilePath/,
true,GET,http://localhost:3000/UI/spider/view/excludedFromScan/,
true,GET,http://localhost:3000/UI/network/action/setHttpProxy/,
true,GET,http://localhost:3000/UI/pscan/action/enableAllTags/,
true,GET,http://localhost:3000/UI/spider/view/fullResults/,
true,GET,http://localhost:3000/UI/users/view/getAuthenticationCredentials/,
true,GET,http://localhost:3000/UI/stats/view/optionInMemoryEnabled/,
true,GET,http://localhost:3000/script.js/?apinonce=896c8dfc3a97203f&v=2,
true,GET,http://localhost:3000/UI/core/action/setOptionDefaultUserAgent/,
true,GET,http://localhost:3000/UI/ascan/action/updateScanPolicy/,
true,GET,http://localhost:3000/UI/network/action/setHttpProxyAuthEnabled/,
true,GET,http://localhost:3000/script.js/?apinonce=2c96928d69ce1ecf&v=2,
true,GET,http://localhost:3000/script.js/?apinonce=389e3aee1628ef8e&v=2,
true,GET,http://localhost:3000/UI/selenium/action/setOptionChromeBinaryPath/,
true,GET,http://localhost:3000/script.js/?apinonce=76c517c6db9abe7b&v=2,
true,GET,http://localhost:3000/UI/search/other/harByUrlRegex/,
true,GET,http://localhost:3000/UI/script/action/clearScriptCustomVar/,
true,GET,http://localhost:3000/UI/core/action/setOptionDnsTtlSuccessfulQueries/,
true,GET,http://localhost:3000/UI/pscan/action/enableScanners/,
true,GET,http://localhost:3000/UI/core/action/setOptionHttpStateEnabled/,
true,GET,http://localhost:3000/script.js/?apinonce=42543ef198688d06&v=2,
true,GET,http://localhost:3000/UI/script/action/clearScriptVar/,
true,GET,http://localhost:3000/UI/ascan/view/optionMaxScansInUI/override?apikey=ZAP,
true,GET,http://localhost:3000/UI/selenium/action/setOptionChromeDriverPath/,
true,GET,http://localhost:3000/script.js/?apinonce=ecc6fc4ce6f6a122&v=2,
true,GET,http://localhost:3000/UI/autoupdate/view/localAddons/override?apikey=ZAP,
true,GET,http://localhost:3000/UI/client/action/reportEvent/override?apikey=ZAP&eventJson=ZAP,
true,GET,http://localhost:3000/UI/spider/view/optionAcceptCookies/,
true,GET,http://localhost:3000/UI/spider/view/optionDomainsAlwaysInScope/,
true,GET,http://localhost:3000/script.js/?apinonce=186be2dc26f34954&v=2,
true,GET,http://localhost:3000/UI/spider/view/optionDomainsAlwaysInScopeEnabled/,
true,GET,http://localhost:3000/UI/stats/view/optionStatsdEnabled/,
true,GET,http://localhost:3000/UI/break/view/isBreakRequest/override?apikey=ZAP,
true,GET,http://localhost:3000/UI/selenium/action/setOptionEdgeBinaryPath/,
true,GET,http://localhost:3000/UI/selenium/action/setOptionEdgeDriverPath/,
true,GET,http://localhost:3000/UI/network/action/setHttpProxyEnabled/,
true,GET,http://localhost:3000/UI/users/view/getAuthenticationCredentialsConfigParams/,
true,GET,http://localhost:3000/script.js/?apinonce=d611c8610c4e8bed&v=2,
true,GET,http://localhost:3000/UI/autoupdate/view/marketplaceAddons/override?apikey=ZAP,
true,GET,http://localhost:3000/UI/selenium/action/setOptionFirefoxBinaryPath/,
true,GET,http://localhost:3000/UI/script/action/clearScriptVars/,
true,GET,http://localhost:3000/UI/script/action/disable/,
true,GET,http://localhost:3000/UI/script/action/enable/,
true,GET,http://localhost:3000/UI/script/action/load/,
true,GET,http://localhost:3000/UI/core/action/setOptionMaximumAlertInstances/,
true,GET,http://localhost:3000/UI/pscan/action/setEnabled/,
true,GET,http://localhost:3000/UI/core/action/setOptionMergeRelatedAlerts/,
true,GET,http://localhost:3000/UI/core/action/setOptionProxyChainName/,
true,GET,http://localhost:3000/UI/script/action/remove/,
true,GET,http://localhost:3000/UI/script/action/runStandAloneScript/,
true,GET,http://localhost:3000/UI/script/action/setGlobalVar/,
true,GET,http://localhost:3000/UI/selenium/action/setOptionFirefoxDefaultProfile/,
true,GET,http://localhost:3000/UI/script/action/setScriptVar/,
true,GET,http://localhost:3000/script.js/?apinonce=32c338bd6787e508&v=2,
true,GET,http://localhost:3000/UI/network/action/setHttpProxyExclusionEnabled/,
true,GET,http://localhost:3000/UI/users/view/getAuthenticationSession/,
true,GET,http://localhost:3000/UI/autoupdate/view/newAddons/override?apikey=ZAP,
true,GET,http://localhost:3000/UI/users/view/getAuthenticationState/,
true,GET,http://localhost:3000/UI/spider/view/optionHandleODataParametersVisited/,
true,GET,http://localhost:3000/UI/users/view/getUserById/,
true,GET,http://localhost:3000/UI/stats/view/optionStatsdHost/,
true,GET,http://localhost:3000/script.js/?apinonce=f9e9847783093961&v=2,
true,GET,http://localhost:3000/UI/stats/view/optionStatsdPort/,
true,GET,http://localhost:3000/UI/spider/view/optionHandleParameters/,
true,GET,http://localhost:3000/UI/spider/view/optionLogoutAvoidance/,
true,GET,http://localhost:3000/script.js/?apinonce=600bf38b0392323&v=2,
true,GET,http://localhost:3000/UI/spider/view/optionMaxChildren/,
true,GET,http://localhost:3000/UI/pscan/action/setMaxAlertsPerRule/,
true,GET,http://localhost:3000/UI/pscan/action/setMaxBodySizeInBytes/,
true,GET,http://localhost:3000/UI/pscan/action/setScanOnlyInScope/,
true,GET,http://localhost:3000/UI/pscan/action/setScannerAlertThreshold/,
true,GET,http://localhost:3000/UI/core/action/setOptionProxyChainPassword/,
true,GET,http://localhost:3000/UI/spider/view/optionMaxDepth/,
true,GET,http://localhost:3000/UI/break/action/break/override?apikey=ZAP&scope=ZAP&state=Oklahoma&type=ZAP,
true,GET,http://localhost:3000/UI/core/action/setOptionProxyChainPort/,
true,GET,http://localhost:3000/UI/selenium/action/setOptionFirefoxDriverPath/,
true,GET,http://localhost:3000/script.js/?apinonce=eaed7148e7aff32&v=2,
true,GET,http://localhost:3000/UI/core/action/setOptionProxyChainPrompt/,
true,GET,http://localhost:3000/UI/core/action/setOptionProxyChainRealm/,
true,GET,http://localhost:3000/UI/core/action/setOptionProxyChainSkipName/,
true,GET,http://localhost:3000/UI/network/action/setPassThroughEnabled/,
true,GET,http://localhost:3000/UI/spider/view/optionMaxDuration/,
true,GET,http://localhost:3000/UI/core/action/setOptionProxyChainUserName/,
true,GET,http://localhost:3000/UI/network/action/setRateLimitRuleEnabled/,
true,GET,http://localhost:3000/UI/ascan/view/optionPromptInAttackMode/override?apikey=ZAP,
true,GET,http://localhost:3000/UI/core/action/setOptionSingleCookieRequestHeader/,
true,GET,http://localhost:3000/UI/selenium/action/setOptionIeDriverPath/,
true,GET,http://localhost:3000/UI/stats/view/optionStatsdPrefix/,
true,GET,http://localhost:3000/script.js/?apinonce=6602449bc401a6f7&v=2,
true,GET,http://localhost:3000/script.js/?apinonce=640db5b010a813fc&v=2,
true,GET,http://localhost:3000/UI/users/view/usersList/,
true,GET,http://localhost:3000/UI/users/action/authenticateAsUser/,
true,GET,http://localhost:3000/UI/users/action/newUser/,
true,GET,http://localhost:3000/script.js/?apinonce=c9f21d32eedadda9&v=2,
true,GET,http://localhost:3000/UI/client/action/reportObject/override?apikey=ZAP&objectJson=ZAP,
true,GET,http://localhost:3000/UI/break/view/isBreakResponse/override?apikey=ZAP,
true,GET,http://localhost:3000/UI/stats/view/siteStats/,
true,GET,http://localhost:3000/UI/stats/view/stats/,
true,GET,http://localhost:3000/UI/stats/action/clearStats/,
true,GET,http://localhost:3000/UI/break/action/addHttpBreakpoint/override?apikey=ZAP&ignorecase=ZAP&inverse=ZAP&location=ZAP&match=ZAP&string=ZAP,
true,GET,http://localhost:3000/UI/stats/action/setOptionInMemoryEnabled/,
true,GET,http://localhost:3000/UI/users/action/pollAsUser/,
true,GET,http://localhost:3000/UI/users/action/removeUser/,
true,GET,http://localhost:3000/UI/users/action/setAuthenticationCredentials/,
true,GET,http://localhost:3000/UI/spider/view/optionMaxParseSizeBytes/,
true,GET,http://localhost:3000/UI/network/action/setRootCaCertValidity/,
true,GET,http://localhost:3000/script.js/?apinonce=c8b9956f2ab349ef&v=2,
true,GET,http://localhost:3000/UI/ajaxSpider/action/setEnabledAllowedResource/override?apikey=ZAP&enabled=ZAP&regex=ZAP,
true,GET,http://localhost:3000/UI/core/action/setOptionTimeoutInSecs/,
true,GET,http://localhost:3000/script.js/?apinonce=b8c32054c6f09551&v=2,
true,GET,http://localhost:3000/script.js/?apinonce=92291ae063008ec2&v=2,
true,GET,http://localhost:3000/script.js/?apinonce=a2ab1e8003555dd3&v=2,
true,GET,http://localhost:3000/script.js/?apinonce=6c9e308a89742298&v=2,
true,GET,http://localhost:3000/UI/selenium/action/setOptionLastDirectory/,
true,GET,http://localhost:3000/UI/stats/action/setOptionStatsdHost/,
true,GET,http://localhost:3000/UI/users/action/setAuthenticationState/,
true,GET,http://localhost:3000/UI/spider/view/optionMaxScansInUI/,
true,GET,http://localhost:3000/script.js/?apinonce=69fe78c1f93c02e1&v=2,
true,GET,http://localhost:3000/script.js/?apinonce=48c5e04ea5a7cc99&v=2,
true,GET,http://localhost:3000/UI/websocket/view/breakTextMessage/,
true,GET,http://localhost:3000/script.js/?apinonce=b0f8925c2aa283e7&v=2,
true,GET,http://localhost:3000/UI/spider/view/optionParseComments/,
true,GET,http://localhost:3000/UI/autoupdate/view/optionAddonDirectories/override?apikey=ZAP,
true,GET,http://localhost:3000/UI/selenium/action/setOptionPhantomJsBinaryPath/,
true,GET,http://localhost:3000/UI/spider/view/optionParseDsStore/,
true,GET,http://localhost:3000/UI/ajaxSpider/action/setOptionBrowserId/override?String=ZAP&apikey=ZAP,
true,GET,http://localhost:3000/UI/stats/action/setOptionStatsdPort/,
true,GET,http://localhost:3000/script.js/?apinonce=63ff01a92f85e3fd&v=2,
true,GET,http://localhost:3000/UI/users/action/setCookie/,
true,GET,http://localhost:3000/UI/network/action/setServerCertValidity/,
true,GET,http://localhost:3000/UI/core/action/setOptionUseProxyChain/,
true,GET,http://localhost:3000/UI/ascan/view/optionPromptToClearFinishedScans/override?apikey=ZAP,
true,GET,http://localhost:3000/UI/network/action/setSocksProxy/,
true,GET,http://localhost:3000/UI/network/action/setSocksProxyEnabled/,
true,GET,http://localhost:3000/UI/client/action/reportZestScript/override?apikey=ZAP&scriptJson=ZAP,
true,GET,http://localhost:3000/UI/network/action/setUseClientCertificate/,
true,GET,http://localhost:3000/UI/websocket/view/channels/,
true,GET,http://localhost:3000/UI/websocket/view/message/,
true,GET,http://localhost:3000/UI/ascan/view/optionRescanInAttackMode/override?apikey=ZAP,
true,GET,http://localhost:3000/UI/core/action/setOptionUseProxyChainAuth/,
true,GET,http://localhost:3000/UI/users/action/setUserEnabled/,
true,GET,http://localhost:3000/script.js/?apinonce=fea37fba3339bfae&v=2,
true,GET,http://localhost:3000/UI/stats/action/setOptionStatsdPrefix/,
true,GET,http://localhost:3000/script.js/?apinonce=5187d5a652bc4b4c&v=2,
true,GET,http://localhost:3000/UI/spider/view/optionParseGit/,
true,GET,http://localhost:3000/UI/break/action/continue/override?apikey=ZAP,
true,GET,http://localhost:3000/script.js/?apinonce=346a07a586e65eb3&v=2,
true,GET,http://localhost:3000/UI/break/action/drop/override?apikey=ZAP,
true,GET,http://localhost:3000/UI/users/action/setUserName/,
true,GET,http://localhost:3000/script.js/?apinonce=df960713310baad1&v=2,
true,GET,http://localhost:3000/UI/core/action/setOptionUseSocksProxy/,
true,GET,http://localhost:3000/UI/network/action/setUseGlobalHttpState/,
true,GET,http://localhost:3000/UI/websocket/view/messages/,
true,GET,http://localhost:3000/script.js/?apinonce=3ecff9352ce35e6a&v=2,
true,GET,http://localhost:3000/UI/websocket/action/sendTextMessage/,
true,GET,http://localhost:3000/script.js/?apinonce=bd488b9c92839abd&v=2,
true,GET,http://localhost:3000/script.js/?apinonce=ebc6a94bd3bbd634&v=2,
true,GET,http://localhost:3000/UI/network/other/proxy.pac/,
true,GET,http://localhost:3000/UI/autoupdate/view/optionCheckAddonUpdates/override?apikey=ZAP,
true,GET,http://localhost:3000/script.js/?apinonce=8a9b071dc64fad59&v=2,
true,GET,http://localhost:3000/UI/network/other/rootCaCert/,
true,GET,http://localhost:3000/UI/websocket/action/setBreakTextMessage/,
true,GET,http://localhost:3000/UI/spider/view/optionParseRobotsTxt/,
true,GET,http://localhost:3000/UI/spider/view/optionParseSVNEntries/,
true,GET,http://localhost:3000/UI/ascan/view/optionScanHeadersAllRequests/override?apikey=ZAP,
true,GET,http://localhost:3000/script.js/?apinonce=28c175f6dff063a&v=2,
true,GET,http://localhost:3000/UI/core/action/shutdown/,
true,GET,http://localhost:3000/UI/network/other/setProxy/,
true,GET,http://localhost:3000/script.js/?apinonce=29f612a90c97f48&v=2,
true,GET,http://localhost:3000/script.js/?apinonce=186ea21154f88eb6&v=2,
true,GET,http://localhost:3000/script.js/?apinonce=d244fd14f9022dfd&v=2,
true,GET,http://localhost:3000/UI/client/action/reportZestStatement/override?apikey=ZAP&statementJson=ZAP,
true,GET,http://localhost:3000/UI/ajaxSpider/action/setOptionClickDefaultElems/override?Boolean=ZAP&apikey=ZAP,
true,GET,http://localhost:3000/UI/spider/view/optionParseSitemapXml/,
true,GET,http://localhost:3000/script.js/?apinonce=15c0ca8aaac9d4e6&v=2,
true,GET,http://localhost:3000/script.js/?apinonce=6ecfc299200c028e&v=2,
true,GET,http://localhost:3000/script.js/?apinonce=94bb02baf56da62d&v=2,
true,GET,http://localhost:3000/script.js/?apinonce=20e759da9e683cae&v=2,
true,GET,http://localhost:3000/script.js/?apinonce=5aa03bde49eef920&v=2,
true,GET,http://localhost:3000/UI/core/action/snapshotSession/,
true,GET,http://localhost:3000/UI/core/other/fileDownload/,
true,GET,http://localhost:3000/UI/core/other/fileUpload/,
true,GET,http://localhost:3000/script.js/?apinonce=a550ec74be460cc5&v=2,
true,GET,http://localhost:3000/script.js/?apinonce=4a9507c96c8612ac&v=2,
true,GET,http://localhost:3000/UI/spider/view/optionPostForm/,
true,GET,http://localhost:3000/script.js/?apinonce=6af136d26cc86720&v=2,
true,GET,http://localhost:3000/script.js/?apinonce=d1b6d6f534a51473&v=2,
true,GET,http://localhost:3000/script.js/?apinonce=49874dbc2503c77d&v=2,
true,GET,http://localhost:3000/script.js/?apinonce=194cb738b4e906a&v=2,
true,GET,http://localhost:3000/script.js/?apinonce=e0f6908b8eb28d58&v=2,
true,GET,http://localhost:3000/script.js/?apinonce=4bd70d463259cf57&v=2,
true,GET,http://localhost:3000/UI/break/action/removeHttpBreakpoint/override?apikey=ZAP&ignorecase=ZAP&inverse=ZAP&location=ZAP&match=ZAP&string=ZAP,
true,GET,http://localhost:3000/UI/core/other/htmlreport/,
true,GET,http://localhost:3000/UI/autoupdate/view/optionCheckOnStart/override?apikey=ZAP,
true,GET,http://localhost:3000/UI/ascan/view/optionScanNullJsonValues/override?apikey=ZAP,
true,GET,http://localhost:3000/UI/ajaxSpider/action/setOptionEnableExtensions/override?Boolean=ZAP&apikey=ZAP,
true,GET,http://localhost:3000/script.js/?apinonce=69f6337ad57a2156&v=2,
true,GET,http://localhost:3000/UI/autoupdate/view/optionDayLastChecked/override?apikey=ZAP,
true,GET,http://localhost:3000/script.js/?apinonce=b670ef11521c62a&v=2,
true,GET,http://localhost:3000/UI/spider/view/optionProcessForm/,
true,GET,http://localhost:3000/UI/spider/view/optionSendRefererHeader/,
true,GET,http://localhost:3000/UI/ascan/view/optionShowAdvancedDialog/override?apikey=ZAP,
true,GET,http://localhost:3000/UI/spider/view/optionShowAdvancedDialog/,
true,GET,http://localhost:3000/script.js/?apinonce=48198c04b6ce352c&v=2,
true,GET,http://localhost:3000/UI/ajaxSpider/action/setOptionClickElemsOnce/override?Boolean=ZAP&apikey=ZAP,
true,GET,http://localhost:3000/UI/autoupdate/view/optionDayLastInstallWarned/override?apikey=ZAP,
true,GET,http://localhost:3000/UI/ascan/view/optionTargetParamsEnabledRPC/override?apikey=ZAP,
true,GET,http://localhost:3000/script.js/?apinonce=3661d8302fd635f&v=2,
true,GET,http://localhost:3000/UI/core/other/jsonreport/,
true,GET,http://localhost:3000/UI/break/action/setHttpMessage/override?apikey=ZAP&httpBody=ZAP&httpHeader=ZAP,
true,GET,http://localhost:3000/UI/core/other/mdreport/,
true,GET,http://localhost:3000/UI/core/view/alert/override?apikey=ZAP&id=ZAP,
true,GET,http://localhost:3000/script.js/?apinonce=37afc559efa5cf12&v=2,
true,GET,http://localhost:3000/script.js/?apinonce=4ad36e14095c5534&v=2,
true,GET,http://localhost:3000/script.js/?apinonce=f2a34ca3a0225abd&v=2,
true,GET,http://localhost:3000/script.js/?apinonce=b20eb877e2d84102&v=2,
true,GET,http://localhost:3000/script.js/?apinonce=5fcf4791025d5518&v=2,
true,GET,http://localhost:3000/UI/break/pconn/waitForHttpBreak/override?apikey=ZAP&keepalive=ZAP&poll=ZAP,
true,GET,http://localhost:3000/UI/break/action/step/override?apikey=ZAP,
true,GET,http://localhost:3000/UI/core/view/alertsSummary/override?apikey=ZAP&baseurl=ZAP,
true,GET,http://localhost:3000/UI/spider/view/optionSkipURLString/,
true,GET,http://localhost:3000/UI/core/other/messageHar/,
true,GET,http://localhost:3000/script.js/?apinonce=1c25b38d4260fc31&v=2,
true,GET,http://localhost:3000/UI/autoupdate/view/optionDayLastUpdateWarned/override?apikey=ZAP,
true,GET,http://localhost:3000/UI/spider/view/optionThreadCount/,
true,GET,http://localhost:3000/UI/core/other/messagesHar/,
true,GET,http://localhost:3000/UI/ajaxSpider/action/setOptionEventWait/override?Integer=ZAP&apikey=ZAP,
true,GET,http://localhost:3000/script.js/?apinonce=398f3e1cccb37baa&v=2,
true,GET,http://localhost:3000/UI/ascan/view/optionTargetParamsInjectable/override?apikey=ZAP,
true,GET,http://localhost:3000/UI/core/other/messagesHarById/,
true,GET,http://localhost:3000/script.js/?apinonce=d9451996d80d8fbe&v=2,
true,GET,http://localhost:3000/UI/spider/view/optionUserAgent/,
true,GET,http://localhost:3000/UI/core/other/proxy.pac/,
true,GET,http://localhost:3000/UI/core/other/rootcert/,
true,GET,http://localhost:3000/UI/autoupdate/view/optionDownloadDirectory/override?apikey=ZAP,
true,GET,http://localhost:3000/UI/core/other/sendHarRequest/,
true,GET,http://localhost:3000/script.js/?apinonce=4459536baf6dfe55&v=2,
true,GET,http://localhost:3000/UI/core/other/setproxy/,
true,GET,http://localhost:3000/UI/core/other/xmlreport/,
true,GET,http://localhost:3000/UI/ascan/view/optionThreadPerHost/override?apikey=ZAP,
true,GET,http://localhost:3000/script.js/?apinonce=50d97c5cd9f738f1&v=2,
true,GET,http://localhost:3000/UI/spider/view/results/,
true,GET,http://localhost:3000/script.js/?apinonce=44f7082390ed7cf3&v=2,
true,GET,http://localhost:3000/UI/ajaxSpider/action/setOptionLogoutAvoidance/override?Boolean=ZAP&apikey=ZAP,
true,GET,http://localhost:3000/script.js/?apinonce=707a0fb1464e24c3&v=2,
true,GET,http://localhost:3000/UI/core/view/childNodes/override?apikey=ZAP&url=https%3A%2F%2Fzap.example.com,
true,GET,http://localhost:3000/script.js/?apinonce=2f4d7d5c36d757ef&v=2,
true,GET,http://localhost:3000/script.js/?apinonce=36595315ddeaa524&v=2,
true,GET,http://localhost:3000/script.js/?apinonce=754bef0a25467c71&v=2,
true,GET,http://localhost:3000/script.js/?apinonce=be0605207cf2771f&v=2,
true,GET,http://localhost:3000/script.js/?apinonce=281e873e7592482c&v=2,
true,GET,http://localhost:3000/UI/ajaxSpider/action/setOptionMaxDuration/override?Integer=ZAP&apikey=ZAP,
true,GET,http://localhost:3000/UI/ajaxSpider/action/setOptionMaxCrawlDepth/override?Integer=ZAP&apikey=ZAP,
true,GET,http://localhost:3000/script.js/?apinonce=4b9e2b0a63f8712f&v=2,
